"year","university","tuition_and_fees","total_expenses","total_salaries"
"2015","209409","5617881.0","12362900.0","5886240.0"
"2015","209490","62501000.0","2271510000.0","1114620000.0"
"2015","209506","21932662.0","65033400.0","28419700.0"
"2015","209533","4023391.0","5918470.0","3156940.0"
"2015","209542","287703081.0","938778000.0","434791000.0"
"2015","209551","368096326.0","854593000.0","367224000.0"
"2015","209603","9368759.0","15991200.0","7619230.0"
"2015","209612","86023535.0","107500000.0","52801700.0"
"2015","209667","632137.0","","650400.0"
"2015","209676","1320463.0","","1358610.0"
"2015","209694","477614.0","","491414.0"
"2015","209700","1960845.0","","803933.0"
"2015","209719","161645.0","","167947.0"
"2015","209746","63196384.0","265226000.0","146028000.0"
"2015","209807","186118590.0","461589000.0","202914000.0"
"2015","209825","90726000.0","122572000.0","49752000.0"
"2015","209922","38701136.0","87235700.0","37446800.0"
"2015","209940","16596448.0","56473500.0","24064200.0"
"2015","209986","226865.0","","169018.0"
"2015","210076","18451385.0","19088800.0","8123460.0"
"2015","210100","715366.0","","368857.0"
"2015","210146","28042924.0","82447400.0","38002400.0"
"2015","210155","2962937.0","30411800.0","11565000.0"
"2015","210234","7123636.0","41885900.0","11211000.0"
"2015","210270","3283655.0","29476200.0","14849700.0"
"2015","210304","14777046.0","21698700.0","8370300.0"
"2015","210331","14709466.0","23811800.0","8746840.0"
"2015","210340","496111.0","","298872.0"
"2015","210359","1059836.0","1956710.0","851952.0"
"2015","210368","5526839.0","7710160.0","4784880.0"
"2015","210401","62250000.0","97140000.0","42258100.0"
"2015","210429","31237194.0","95909400.0","42685900.0"
"2015","210438","17746088.0","20552300.0","10873400.0"
"2015","210456","940609.0","","2557900.0"
"2015","210474","1020544.0","","349147.0"
"2015","210483","5290849.0","5047040.0","1941020.0"
"2015","210492","3324060.0","","5838750.0"
"2015","210508","0.0","","1429330.0"
"2015","210571","34548326.0","54443200.0","20040700.0"
"2015","210599","5479970.0","","2367680.0"
"2015","210605","31609017.0","121237000.0","66114500.0"
"2015","210669","38068300.0","79927500.0","31353500.0"
"2015","210711","838092.0","","379176.0"
"2015","210739","47194596.0","65296200.0","25948400.0"
"2015","210748","595294.0","","265289.0"
"2015","210775","44286091.0","54591500.0","22141600.0"
"2015","210784","2407631.0","","934149.0"
"2015","210809","30064513.0","36066600.0","15227600.0"
"2015","210890","3638939.0","4226630.0","1289920.0"
"2015","210906","5062451.0","10166500.0","3525540.0"
"2015","210942","23699428.0","40340200.0","11929100.0"
"2015","210951","1642560.0","7269570.0","1147810.0"
"2015","210960","14532641.0","29456500.0","8723250.0"
"2015","211006","6074085.0","","3155990.0"
"2015","211024","6612377.0","14303700.0","7128670.0"
"2015","211079","10618549.0","26850600.0","10007500.0"
"2015","211088","67768000.0","127161000.0","37166000.0"
"2015","211130","2071128.0","3506120.0","1858460.0"
"2015","211149","0.0","6019280.0","2065000.0"
"2015","211158","75010268.0","183641000.0","78429200.0"
"2015","211200","6351975.0","6852410.0","2289520.0"
"2015","211273","40431000.0","117866000.0","50385000.0"
"2015","211291","119467000.0","205637000.0","95116000.0"
"2015","211307","33542229.0","83971100.0","41415300.0"
"2015","211316","714620.0","741299.0","407314.0"
"2015","211334","549701.0","","636297.0"
"2015","211343","9661482.0","34732000.0","15953300.0"
"2015","211352","27267438.0","52519100.0","19664500.0"
"2015","211361","61354353.0","140734000.0","62275900.0"
"2015","211398","2343529.0","2230940.0","878722.0"
"2015","211431","31859185.0","43499300.0","20093100.0"
"2015","211440","447287502.0","1085370000.0","579006000.0"
"2015","211468","22628051.0","30022500.0","14999600.0"
"2015","211477","19041388.0","19562700.0","9310990.0"
"2015","211556","38898157.0","53503200.0","24191800.0"
"2015","211583","27650942.0","38342900.0","16799200.0"
"2015","211608","2211156.0","41560900.0","16394400.0"
"2015","211617","10058719.0","8210330.0","3285560.0"
"2015","211635","439768.0","","1757960.0"
"2015","211644","37735785.0","108113000.0","47116000.0"
"2015","211802","2752139.0","","1984600.0"
"2015","211820","1632864.0","1608430.0","910090.0"
"2015","211893","741078.0","20228800.0","6825480.0"
"2015","211909","1137539.0","1098880.0","440094.0"
"2015","211927","24737572.0","104544000.0","45836700.0"
"2015","211981","34393777.0","55429300.0","25031900.0"
"2015","212009","68201331.0","123359000.0","54444800.0"
"2015","212045","4923243.0","5443050.0","2789770.0"
"2015","212054","627933000.0","991482000.0","497892000.0"
"2015","212072","2883969.0","3180200.0","1723250.0"
"2015","212106","202378000.0","278713000.0","131012000.0"
"2015","212115","57075187.0","117621000.0","52110100.0"
"2015","212133","43481894.0","63806300.0","28891400.0"
"2015","212160","37039936.0","115085000.0","52121500.0"
"2015","212197","42106584.0","66265200.0","28425100.0"
"2015","212212","359114.0","","117583.0"
"2015","212230","530271.0","","145884.0"
"2015","212267","1343572.0","","338915.0"
"2015","212276","938046.0","","292509.0"
"2015","212285","407983.0","","123678.0"
"2015","212294","498765.0","","190753.0"
"2015","212300","583447.0","","226093.0"
"2015","212328","1222404.0","","422667.0"
"2015","212337","1721324.0","","490838.0"
"2015","212355","1618211.0","","440784.0"
"2015","212373","619898.0","","274492.0"
"2015","212382","1387436.0","","350719.0"
"2015","212391","1187579.0","","362145.0"
"2015","212434","1802879.0","3734770.0","1716520.0"
"2015","212443","893124.0","2178500.0","1067580.0"
"2015","212452","490462.0","881911.0","506758.0"
"2015","212568","2686809.0","","2001490.0"
"2015","212577","71264000.0","126449000.0","52663900.0"
"2015","212601","65201000.0","81790000.0","39120000.0"
"2015","212656","23502506.0","36895400.0","16099300.0"
"2015","212674","75876795.0","129661000.0","53289100.0"
"2015","212753","1797189.0","","470863.0"
"2015","212771","2420046.0","4533160.0","1998780.0"
"2015","212805","39506572.0","72987800.0","26990000.0"
"2015","212832","34025000.0","44687000.0","18261000.0"
"2015","212869","17822877.0","23016900.0","12566700.0"
"2015","212878","63810206.0","176919000.0","76967900.0"
"2015","212911","35783747.0","97001200.0","40498800.0"
"2015","212975","21342098.0","23095800.0","9434990.0"
"2015","212984","34091943.0","39647300.0","18937200.0"
"2015","212993","2092024.0","2062600.0","625150.0"
"2015","213002","6497002.0","7244750.0","2806470.0"
"2015","213011","38333585.0","52446100.0","17165700.0"
"2015","213020","113527700.0","258404000.0","117282000.0"
"2015","213163","251450.0","","818109.0"
"2015","213181","3310081.0","6310130.0","2931880.0"
"2015","213215","2085428.0","","678990.0"
"2015","213233","7138809.0","8032950.0","3893940.0"
"2015","213251","27894320.0","52809000.0","22847100.0"
"2015","213303","17744509.0","27219600.0","11623300.0"
"2015","213321","38826758.0","56627300.0","24889700.0"
"2015","213330","305074.0","","137046.0"
"2015","213349","66125597.0","176937000.0","69969000.0"
"2015","213358","20635331.0","27664000.0","11937100.0"
"2015","213367","93482975.0","129712000.0","67566200.0"
"2015","213376","19260275.0","24424600.0","9259450.0"
"2015","213385","73203270.0","152563000.0","60780400.0"
"2015","213400","17384100.0","26577600.0","11894000.0"
"2015","213446","592202.0","3742680.0","1737960.0"
"2015","213455","1097145.0","","492003.0"
"2015","213473","2722286.0","2669220.0","1466650.0"
"2015","213491","489901.0","","180179.0"
"2015","213507","34377306.0","53045300.0","21844700.0"
"2015","213525","20611804.0","52754800.0","22219400.0"
"2015","213534","13913491.0","14431300.0","3029180.0"
"2015","213543","180099000.0","367726000.0","162010000.0"
"2015","213552","510440.0","","188269.0"
"2015","213570","7027803.0","","2602600.0"
"2015","213589","4322418.0","","1554790.0"
"2015","213598","18237590.0","49987600.0","19601100.0"
"2015","213613","35180980.0","91729700.0","40594600.0"
"2015","213622","2772911.0","","1677430.0"
"2015","213631","581795.0","6952770.0","2763350.0"
"2015","213640","896139.0","7784430.0","3213980.0"
"2015","213659","24262179.0","72368200.0","21188200.0"
"2015","213668","17135837.0","40293200.0","16063900.0"
"2015","213774","8498343.0","10620700.0","6179270.0"
"2015","213783","15574595.0","60375400.0","26790000.0"
"2015","213826","46861382.0","72251900.0","32785700.0"
"2015","213914","6434183.0","4040940.0","1575200.0"
"2015","213932","1749389.0","","1392630.0"
"2015","213987","35471349.0","89309800.0","29074600.0"
"2015","213996","54215427.0","91943900.0","41494100.0"
"2015","214023","703644.0","1182850.0","442956.0"
"2015","214041","61634888.0","163902000.0","68854300.0"
"2015","214069","47260521.0","58312400.0","26586500.0"
"2015","214111","36415810.0","105228000.0","45395100.0"
"2015","214148","10723184.0","14342200.0","6265130.0"
"2015","214157","34351291.0","54227200.0","25015100.0"
"2015","214166","23079775.0","28385700.0","12354600.0"
"2015","214175","62791964.0","94001600.0","38625900.0"
"2015","214254","8947470.0","7517410.0","2885700.0"
"2015","214272","48745259.0","54206300.0","20512000.0"
"2015","214290","5557770.0","8963290.0","3596870.0"
"2015","214379","30465932.0","92501600.0","41649600.0"
"2015","214476","13164.0","","1058000.0"
"2015","214528","3962534.0","","2501120.0"
"2015","214546","327057.0","","319407.0"
"2015","214564","32660831.0","42937600.0","19897000.0"
"2015","214582","8961090.0","10117800.0","4965500.0"
"2015","214661","81087.0","23671400.0","13407800.0"
"2015","214777","1606190000.0","4862980000.0","2130200000.0"
"2015","214883","18494306.0","20403100.0","9558940.0"
"2015","214892","3309415.0","4768570.0","2213840.0"
"2015","214944","7402809.0","9210790.0","4962170.0"
"2015","214962","372894.0","","107422.0"
"2015","214971","5882258.0","19409900.0","6860410.0"
"2015","215008","761531.0","","427450.0"
"2015","215026","288143.0","","166106.0"
"2015","215044","1902688.0","","811390.0"
"2015","215053","4314542.0","5238160.0","2328170.0"
"2015","215062","845313000.0","6723120000.0","3045350000.0"
"2015","215099","74031440.0","88505200.0","34934700.0"
"2015","215105","42855238.0","70758200.0","27044800.0"
"2015","215114","9988214.0","19789500.0","9092350.0"
"2015","215123","102954993.0","114694000.0","53288600.0"
"2015","215132","68927687.0","92941700.0","42260800.0"
"2015","215239","31972755.0","167669000.0","77160800.0"
"2015","215266","15941882.0","","11960800.0"
"2015","215275","17975334.0","","9675100.0"
"2015","215284","34771788.0","","18385400.0"
"2015","215293","508046535.0","1958780000.0","840375000.0"
"2015","215309","3898059.0","","3286200.0"
"2015","215336","537146.0","","437918.0"
"2015","215381","7617673.0","8501580.0","3932190.0"
"2015","215390","2358383.0","2205510.0","1173820.0"
"2015","215415","31640413.0","39490500.0","16670500.0"
"2015","215424","509828.0","10611500.0","4979310.0"
"2015","215433","3469332.0","3922400.0","1460280.0"
"2015","215442","60569941.0","75169600.0","32364500.0"
"2015","215479","525027.0","","1337560.0"
"2015","215530","387610.0","","207984.0"
"2015","215585","15270721.0","43317100.0","16710400.0"
"2015","215594","3955973.0","","4711800.0"
"2015","215619","341170.0","5557930.0","3434210.0"
"2015","215628","458818.0","1601220.0","851209.0"
"2015","215637","10453726.0","10884100.0","1.0"
"2015","215646","5065011.0","5527680.0","2175020.0"
"2015","215655","91357490.0","123596000.0","51119500.0"
"2015","215682","7122707.0","8035180.0","3785010.0"
"2015","215691","9732118.0","20009000.0","7249560.0"
"2015","215743","39163559.0","64234000.0","29164500.0"
"2015","215770","166247175.0","213581000.0","78911400.0"
"2015","215798","24825763.0","50521600.0","20352600.0"
"2015","215886","333862.0","","549229.0"
"2015","215929","113981551.0","160556000.0","70546000.0"
"2015","215947","30969881.0","48651000.0","21222200.0"
"2015","215974","5704951.0","","4757730.0"
"2015","215983","388284.0","","441807.0"
"2015","215992","2540831.0","2380470.0","1136340.0"
"2015","216010","50598175.0","144100000.0","62635600.0"
"2015","216038","63638458.0","148779000.0","64883700.0"
"2015","216047","2416673.0","11317600.0","2989830.0"
"2015","216074","1487128.0","","471148.0"
"2015","216083","10284752.0","9791020.0","5454870.0"
"2015","216162","501269.0","","2379040.0"
"2015","216223","770057.0","","306518.0"
"2015","216278","41669971.0","74048200.0","25308100.0"
"2015","216287","43619000.0","137963000.0","61268300.0"
"2015","216296","5341429.0","21453300.0","8265270.0"
"2015","216311","2276523.0","3833020.0","1702020.0"
"2015","216339","711601000.0","2818910000.0","1298890000.0"
"2015","216348","31642.0","670897.0","336758.0"
"2015","216357","13529606.0","29290000.0","10921200.0"
"2015","216366","116429637.0","2126340000.0","948255000.0"
"2015","216418","8268210.0","10259200.0","3746080.0"
"2015","216427","820446.0","","519366.0"
"2015","216436","4069762.0","18483000.0","1474710.0"
"2015","216445","4016562.0","","1385340.0"
"2015","216454","2903999.0","","1256640.0"
"2015","216463","535818.0","4709190.0","2278660.0"
"2015","216524","33509390.0","62550100.0","25471100.0"
"2015","216542","10476783.0","20650200.0","6564260.0"
"2015","216551","8590650.0","","4688110.0"
"2015","216579","868319.0","","472878.0"
"2015","216597","270616176.0","377543000.0","187858000.0"
"2015","216630","490081.0","","1155000.0"
"2015","216649","218029.0","","140787.0"
"2015","216667","29535772.0","53964400.0","17944300.0"
"2015","216694","23521983.0","42284000.0","16870100.0"
"2015","216746","770985.0","","706854.0"
"2015","216764","139784407.0","258541000.0","118670000.0"
"2015","216773","366852.0","","1452470.0"
"2015","216782","647631.0","1345300.0","617235.0"
"2015","216807","16828136.0","38305200.0","16503200.0"
"2015","216816","3868302.0","14209100.0","5453210.0"
"2015","216825","16209831.0","55265800.0","22320600.0"
"2015","216852","113694744.0","148227000.0","66686600.0"
"2015","216931","66088520.0","84233600.0","39555700.0"
"2015","217013","7074893.0","21083200.0","8569320.0"
"2015","217040","1059886.0","2985180.0","1388680.0"
"2015","217059","67938490.0","100299000.0","41297100.0"
"2015","217077","24867355.0","91652500.0","10998300.0"
"2015","217156","304040000.0","825925000.0","322533000.0"
"2015","217165","84487000.0","132139000.0","57383000.0"
"2015","217235","242896981.0","329194000.0","142066000.0"
"2015","217305","57825657.0","59328100.0","28922800.0"
"2015","217323","5801884.0","","2491050.0"
"2015","217350","260395.0","","177484.0"
"2015","217402","109523866.0","176662000.0","74234400.0"
"2015","217420","44137265.0","139007000.0","71038300.0"
"2015","217475","29417315.0","120740000.0","62042200.0"
"2015","217484","205575822.0","477892000.0","206694000.0"
"2015","217493","93532434.0","135181000.0","60062200.0"
"2015","217518","92412000.0","147928000.0","67042000.0"
"2015","217536","43860000.0","65305000.0","28434000.0"
"2015","217572","1435708.0","","1407370.0"
"2015","217581","712686.0","","429407.0"
"2015","217606","3324389.0","6609700.0","2419680.0"
"2015","217615","5609988.0","21015600.0","8564510.0"
"2015","217624","7728930.0","16163700.0","5172380.0"
"2015","217633","36033588.0","42376300.0","19448600.0"
"2015","217688","39223747.0","47823500.0","21468200.0"
"2015","217712","4914305.0","22666700.0","9533240.0"
"2015","217721","27492496.0","54756800.0","20772000.0"
"2015","217749","32127304.0","111337000.0","38294200.0"
"2015","217776","19424924.0","25807400.0","10403500.0"
"2015","217794","876950.0","","560964.0"
"2015","217819","141681798.0","254414000.0","108231000.0"
"2015","217828","28280.0","","134516.0"
"2015","217837","833044.0","10434500.0","4349460.0"
"2015","217864","42148537.0","109762000.0","47353800.0"
"2015","217873","20753921.0","44326300.0","20059900.0"
"2015","217882","316893164.0","848463000.0","348673000.0"
"2015","217891","1103345.0","3338480.0","1688220.0"
"2015","217907","13231234.0","23401200.0","9444820.0"
"2015","217925","9181022.0","30749800.0","13661900.0"
"2015","217934","14994461.0","26983100.0","10831400.0"
"2015","217961","12620095.0","28371600.0","11855600.0"
"2015","217989","1482454.0","16824400.0","6645700.0"
"2015","217998","6528685.0","17645000.0","6197790.0"
"2015","218025","13649133.0","56661800.0","21414600.0"
"2015","218043","1414727.0","1397780.0","500020.0"
"2015","218061","20126967.0","62476800.0","31136600.0"
"2015","218070","69446552.0","140763000.0","54837600.0"
"2015","218113","28306907.0","109286000.0","48120000.0"
"2015","218140","19486929.0","59077400.0","22132100.0"
"2015","218159","1767164.0","","572634.0"
"2015","218195","1199755.0","","517688.0"
"2015","218229","15165713.0","49238300.0","21319600.0"
"2015","218238","31786428.0","41727800.0","17273300.0"
"2015","218265","1170771.0","","1510220.0"
"2015","218335","89554457.0","668518000.0","278233000.0"
"2015","218353","31718289.0","108467000.0","47062800.0"
"2015","218399","9384046.0","19855200.0","7048950.0"
"2015","218414","11450407.0","27770700.0","9232020.0"
"2015","218441","17730350.0","39873500.0","19496200.0"
"2015","218487","4971760.0","26238400.0","12128000.0"
"2015","218520","10163710.0","43936300.0","18798400.0"
"2015","218539","22987543.0","44997300.0","18046400.0"
"2015","218645","18341950.0","48237500.0","22003200.0"
"2015","218654","10946214.0","24752500.0","12546300.0"
"2015","218663","381810874.0","970136000.0","471034000.0"
"2015","218672","2815833.0","12993400.0","6316570.0"
"2015","218681","1389731.0","8574280.0","4068320.0"
"2015","218690","1885471.0","9525090.0","4467170.0"
"2015","218706","750944.0","5003470.0","2273030.0"
"2015","218724","117216607.0","190248000.0","86424400.0"
"2015","218733","28835570.0","100458000.0","35827300.0"
"2015","218742","30117053.0","74369300.0","35947100.0"
"2015","218751","8304890.0","7967520.0","4240050.0"
"2015","218821","7102455.0","13028900.0","5227150.0"
"2015","218830","12309424.0","47993800.0","19407100.0"
"2015","218858","6831372.0","33376600.0","14041300.0"
"2015","218867","199919.0","","110282.0"
"2015","218885","16839355.0","53550400.0","20634900.0"
"2015","218894","42579992.0","136816000.0","53704200.0"
"2015","218919","3614442.0","12974700.0","4939440.0"
"2015","218955","482572.0","6564160.0","2845330.0"
"2015","218964","46756169.0","120285000.0","57301700.0"
"2015","218973","28272356.0","61886800.0","25041200.0"
"2015","218991","11407963.0","42040000.0","19651800.0"
"2015","219000","22933580.0","47037700.0","20147500.0"
"2015","219037","1069534.0","","532378.0"
"2015","219046","19053278.0","48542100.0","23761300.0"
"2015","219055","566762.0","2420550.0","1130580.0"
"2015","219082","14232476.0","37166400.0","18082700.0"
"2015","219091","8138698.0","15741300.0","6528600.0"
"2015","219125","823797.0","","444423.0"
"2015","219143","8553067.0","20012600.0","8498720.0"
"2015","219170","40000.0","","153889.0"
"2015","219189","5999332.0","18242900.0","6814210.0"
"2015","219198","8350318.0","15086400.0","7471510.0"
"2015","219204","14991445.0","97892600.0","11765700.0"
"2015","219213","6523638.0","","1769590.0"
"2015","219240","1157393.0","2957090.0","1613690.0"
"2015","219259","11637363.0","41530300.0","19643200.0"
"2015","219277","1885884.0","34337000.0","13156000.0"
"2015","219295","9161113.0","14972500.0","6428730.0"
"2015","219338","18600.0","","119388.0"
"2015","219347","22132368.0","66710300.0","31481600.0"
"2015","219356","84510814.0","280439000.0","129327000.0"
"2015","219374","1484826.0","14587000.0","5360060.0"
"2015","219383","13916286.0","24875000.0","10159800.0"
"2015","219392","42000.0","","156955.0"
"2015","219408","365336.0","4002900.0","1567630.0"
"2015","219426","11069619.0","27702000.0","11506600.0"
"2015","219453","946675.0","","678418.0"
"2015","219471","60006782.0","192816000.0","91499900.0"
"2015","219480","4855493.0","12550000.0","4241570.0"
"2015","219505","1419312.0","3007800.0","1034280.0"
"2015","219578","5196645.0","9128780.0","5523090.0"
"2015","219587","496426.0","","282122.0"
"2015","219596","234828.0","","1345570.0"
"2015","219602","49851844.0","132887000.0","60674800.0"
"2015","219639","13837552.0","15766200.0","9621800.0"
"2015","219709","166511441.0","148539000.0","77445400.0"
"2015","219718","51283294.0","63528000.0","28555900.0"
"2015","219790","11551868.0","17124500.0","8057250.0"
"2015","219806","24143235.0","40182100.0","14815100.0"
"2015","219824","22127223.0","79618600.0","36154400.0"
"2015","219833","23287919.0","52448900.0","15449300.0"
"2015","219842","1595592.0","4255950.0","2264890.0"
"2015","219879","5367790.0","25462300.0","11038500.0"
"2015","219888","10256899.0","33933500.0","14588100.0"
"2015","219903","13833000.0","13507000.0","6781000.0"
"2015","219921","260203.0","","838982.0"
"2015","219949","13667301.0","22324700.0","8369210.0"
"2015","219976","81725435.0","130459000.0","61281500.0"
"2015","219994","1451189.0","","2485750.0"
"2015","220002","1853674.0","18425300.0","1060600.0"
"2015","220057","4336728.0","27871400.0","10899700.0"
"2015","220075","100940074.0","318535000.0","160645000.0"
"2015","220118","3578511.0","3811730.0","2617950.0"
"2015","220127","413888.0","","1797400.0"
"2015","220163","453647.0","","215928.0"
"2015","220181","3958578.0","29111900.0","10923600.0"
"2015","220206","2657124.0","5348910.0","2023720.0"
"2015","220215","16964986.0","35561400.0","14027400.0"
"2015","220251","148751.0","","1194610.0"
"2015","220279","227718.0","","1645090.0"
"2015","220312","2492826.0","5062490.0","2171830.0"
"2015","220321","229215.0","","1350890.0"
"2015","220394","71918.0","","1031220.0"
"2015","220400","7644632.0","31981600.0","13657100.0"
"2015","220464","955576.0","1257630.0","507585.0"
"2015","220473","9514674.0","21226600.0","8205950.0"
"2015","220491","1022377.0","","803503.0"
"2015","220516","29067416.0","36003200.0","17418400.0"
"2015","220552","34340008.0","31824600.0","14666300.0"
"2015","220570","181246.0","","161362.0"
"2015","220598","11985191.0","22523100.0","9074170.0"
"2015","220604","9173300.0","17606500.0","7496620.0"
"2015","220613","43938283.0","63389100.0","26554900.0"
"2015","220631","73198879.0","84823400.0","41172100.0"
"2015","220640","376247.0","","1445290.0"
"2015","220701","10392923.0","17633600.0","7895320.0"
"2015","220710","14448388.0","30231700.0","13045200.0"
"2015","220756","143478.0","","970643.0"
"2015","220765","0.0","","1814520.0"
"2015","220792","25269655.0","121383000.0","62558100.0"
"2015","220808","6475550.0","12407900.0","4848730.0"
"2015","220853","2491031.0","","3427080.0"
"2015","220862","124540576.0","388828000.0","185993000.0"
"2015","220871","2150542.0","4265570.0","2473720.0"
"2015","220978","128423342.0","349485000.0","157108000.0"
"2015","220996","4564608.0","4892030.0","2330750.0"
"2015","221050","522388.0","","2788850.0"
"2015","221096","9921127.0","28597800.0","13415700.0"
"2015","221102","476760.0","","2150260.0"
"2015","221148","27446590.0","","11193900.0"
"2015","221157","944122.0","","1302660.0"
"2015","221184","17899974.0","53597500.0","22234000.0"
"2015","221236","340429.0","","1253460.0"
"2015","221254","3006398.0","3535710.0","1822850.0"
"2015","221281","269989.0","","1566900.0"
"2015","221333","450357.0","","1578530.0"
"2015","221351","41264878.0","80125100.0","32918400.0"
"2015","221388","209592.0","","880339.0"
"2015","221397","10539706.0","49735800.0","21799900.0"
"2015","221430","133011.0","","1088390.0"
"2015","221485","19334600.0","79292900.0","31159200.0"
"2015","221494","595672.0","","1812660.0"
"2015","221519","43733966.0","95213100.0","40516500.0"
"2015","221582","608812.0","","1063790.0"
"2015","221591","253157.0","","1557030.0"
"2015","221607","147056.0","","1155100.0"
"2015","221616","463420.0","","2528330.0"
"2015","221625","620157.0","","3174480.0"
"2015","221634","193866.0","","1159630.0"
"2015","221643","22658630.0","74774300.0","34330800.0"
"2015","221661","42230153.0","75863700.0","30042900.0"
"2015","221670","15727338.0","28058200.0","12795200.0"
"2015","221731","10593367.0","16743500.0","7026880.0"
"2015","221740","60937962.0","172362000.0","83006900.0"
"2015","221759","268584809.0","1194400000.0","586201000.0"
"2015","221768","33036578.0","107156000.0","48248400.0"
"2015","221795","2909335.0","3107010.0","2920590.0"
"2015","221829","1965149.0","","837945.0"
"2015","221838","59061893.0","179815000.0","82572800.0"
"2015","221847","61615023.0","165110000.0","76025700.0"
"2015","221892","27415127.0","38286700.0","17669400.0"
"2015","221908","8362620.0","44518300.0","20021600.0"
"2015","221953","17667499.0","30572200.0","14453000.0"
"2015","221971","47224487.0","63247900.0","32892000.0"
"2015","221980","219967.0","","71500.0"
"2015","221999","272203331.0","3933140000.0","1929760000.0"
"2015","222026","492854.0","","120000.0"
"2015","222053","16690838.0","50488900.0","24216000.0"
"2015","222062","11179179.0","49601500.0","23831900.0"
"2015","222099","1941749.0","1325870.0","1037410.0"
"2015","222105","642185.0","2059220.0","1060080.0"
"2015","222178","57938267.0","121675000.0","49902100.0"
"2015","222497","0.0","412698000.0","27412600.0"
"2015","222567","10107379.0","42298700.0","21549200.0"
"2015","222576","14348816.0","92514500.0","39004300.0"
"2015","222628","5934992.0","5723990.0","3319390.0"
"2015","222822","4993701.0","35110500.0","15543600.0"
"2015","222831","37820795.0","121137000.0","46009500.0"
"2015","222877","1919308.0","3147060.0","1426920.0"
"2015","222886","2002419.0","","1378490.0"
"2015","222938","27439951.0","39050700.0","10319600.0"
"2015","222983","20093803.0","43611600.0","17880100.0"
"2015","222992","64209335.0","309836000.0","161206000.0"
"2015","223001","377603.0","8855530.0","3980490.0"
"2015","223056","446343.0","","209712.0"
"2015","223083","5784670.0","8681690.0","5398400.0"
"2015","223117","370979.0","1851280.0","757316.0"
"2015","223223","18488249.0","1582360000.0","973770000.0"
"2015","223232","359841000.0","558654000.0","225581000.0"
"2015","223320","4732002.0","25886200.0","10762200.0"
"2015","223427","48806629.0","101626000.0","46998900.0"
"2015","223463","12353134.0","13621300.0","4766100.0"
"2015","223472","4539295.0","4046160.0","1238730.0"
"2015","223506","9576104.0","42571200.0","18377100.0"
"2015","223524","10556835.0","59357700.0","31855400.0"
"2015","223773","3540791.0","40704700.0","19557500.0"
"2015","223816","42817509.0","122282000.0","50157900.0"
"2015","223852","915582.0","","713500.0"
"2015","223898","1957737.0","18284300.0","8504320.0"
"2015","223922","1240842.0","10151400.0","4293750.0"
"2015","224004","28250269.0","36169700.0","16163400.0"
"2015","224013","240297.0","","94322.0"
"2015","224110","14337876.0","49189900.0","21396400.0"
"2015","224147","67875899.0","198026000.0","81038200.0"
"2015","224156","9925292.0","","4646940.0"
"2015","224226","66892007.0","87705300.0","42200300.0"
"2015","224244","2885578.0","4892320.0","1806690.0"
"2015","224253","7615684.0","46064500.0","27119700.0"
"2015","224271","1568647.0","1542140.0","418405.0"
"2015","224305","14943841.0","36457200.0","15382300.0"
"2015","224323","38815000.0","57253000.0","26066000.0"
"2015","224350","10878328.0","101719000.0","45105500.0"
"2015","224439","33349399.0","16781300.0","10151300.0"
"2015","224527","13936120.0","28797800.0","12650700.0"
"2015","224545","8111238.0","40418200.0","14386700.0"
"2015","224554","65515313.0","165965000.0","64795200.0"
"2015","224572","7233393.0","67818400.0","30948500.0"
"2015","224615","5219636.0","76246800.0","31681200.0"
"2015","224642","19754484.0","171141000.0","83886400.0"
"2015","224660","1792022.0","7465670.0","2756920.0"
"2015","224679","2385675.0","13864800.0","4491800.0"
"2015","224712","470032.0","6171750.0","2892120.0"
"2015","224758","288955.0","","189510.0"
"2015","224776","15206012.0","26851500.0","7371680.0"
"2015","224828","580055.0","","635002.0"
"2015","224891","993795.0","10123900.0","4569760.0"
"2015","224961","2574360.0","22097900.0","10219300.0"
"2015","225070","4670880.0","37016000.0","14761200.0"
"2015","225201","14034384.0","13704000.0","6216920.0"
"2015","225247","21682059.0","42478000.0","19045200.0"
"2015","225308","6620064.0","46421600.0","20876800.0"
"2015","225371","3487270.0","25523500.0","11098300.0"
"2015","225399","37229221.0","59263300.0","24960800.0"
"2015","225414","59254816.0","111564000.0","57876800.0"
"2015","225423","75079230.0","409985000.0","184496000.0"
"2015","225432","70370629.0","157714000.0","66429000.0"
"2015","225502","19070091.0","55609900.0","26001200.0"
"2015","225511","349353632.0","972244000.0","431773000.0"
"2015","225520","3784684.0","33036500.0","14045100.0"
"2015","225548","11580321.0","24271200.0","10954000.0"
"2015","225575","10531071.0","19841100.0","6019200.0"
"2015","225627","127275518.0","143380000.0","71522900.0"
"2015","225779","2213698.0","1749750.0","464804.0"
"2015","225849","9276568.0","6637610.0","2630190.0"
"2015","225858","10901558.0","5796830.0","2400400.0"
"2015","225876","1059634.0","5178000.0","2043560.0"
"2015","225885","6637957.0","16984400.0","5905880.0"
"2015","225991","2691471.0","3094750.0","2582120.0"
"2015","226019","7021991.0","47385200.0","21304500.0"
"2015","226091","110567291.0","216699000.0","83297900.0"
"2015","226107","5159938.0","21272600.0","7999490.0"
"2015","226116","5221695.0","25070400.0","10995400.0"
"2015","226125","601466.0","","588608.0"
"2015","226134","8833615.0","86455500.0","35862900.0"
"2015","226152","22914503.0","99750100.0","43667400.0"
